Algorithm,World,Trial,Total_Time,Path_Length,Deviation_From_Straight,Avg_Velocity,Path_Efficiency,Navigation_Metric,Collision,Recovery_Count,My_Recovery_Count,Avg_Computation_Time,Path_Smoothness,Min_Clearance,Max_Path_Deviation,Control_Effort,Path_Curvature,Avg_Jerk,Path_Overlap
sac,91,1,59.65,10.12,1.012,0.17,0.988,0.1903,0,0,4,0.0,172.613,-1,1.26,262.327,351281763.359,4556867.791,486
sac,92,1,45.74,8.74,0.874,0.19,1.144,0.1864,0,0,1,0.0,134.958,-1,0.591,130.688,30933672.395,2239246.31,444
sac,93,1,24.92,8.01,0.801,0.32,1.249,0.3003,0,0,0,0.0,0.001,-1,0.008,85.633,19783.962,1147383.23,3
sac,94,1,23.55,8.0,0.8,0.34,1.25,0.281,0,0,0,0.0,0.045,-1,0.046,98.214,229.188,1669872.496,4
sac,95,1,64.9,8.2,0.82,0.13,1.219,0.1863,0,0,4,0.0,102.515,-1,0.458,149.882,168606803.729,3257358.503,452
sac,96,1,68.38,9.38,0.938,0.14,1.066,0.1719,0,0,3,0.0,459.718,-1,0.838,167.254,66159036.116,3059047.104,672
sac,97,1,53.52,9.22,0.922,0.17,1.085,0.204,0,0,4,0.0,167.698,-1,0.547,251.556,206908580.096,4217209.529,325
sac,98,1,66.69,8.17,0.817,0.12,1.224,0.1908,0,0,9,0.0,357.042,-1,0.341,71.632,435984273.932,1385934.588,491
sac,99,1,44.16,3.91,0.391,0.09,2.554,0.0,1,0,5,0.0,409.484,-1,1.782,252.68,6961585614.446,4909798.402,628
sac,100,1,74.37,9.33,0.933,0.13,1.072,0.137,0,0,14,0.0,574.909,-1,1.464,100.024,83385874.525,1748911.823,968
sac,105,1,1954.94,0.0,0.0,0.0,937033.03,0.0,0,0,2,0.0,0.0,-1,0.0,0.0,144.99,0.0,11
sac,107,1,24.64,3.66,0.693,0.15,1.443,0.1388,0,0,3,0.0,387.108,-1,0.738,216.105,360665441.268,2250333.544,331
sac,108,1,37.78,7.07,0.824,0.19,1.214,0.1485,0,0,0,0.0,604.127,-1,0.875,273.412,42498644.946,2949154.668,400
